omega,t,out,in
0.9,4.773,0.0137,-0.366
0.9,4.823,0.00908,-0.373
0.9,4.873,0.00414,-0.379
0.9,4.923,-0.00014,-0.384
0.9,4.973,-0.00453,-0.389
0.9,5.023,-0.00904,-0.393
0.9,5.073,-0.01366,-0.396
0.9,5.123,-0.018,-0.398
0.9,5.173,-0.02204,-0.399
0.9,5.223,-0.0267,-0.4
0.9,5.273,-0.03118,-0.4
0.9,5.323,-0.03562,-0.399
0.9,5.373,-0.03993,-0.397
0.9,5.423,-0.04426,-0.394
0.9,5.472,-0.04791,-0.391
0.9,5.523,-0.05183,-0.387
0.9,5.573,-0.05523,-0.382
0.9,5.623,-0.05842,-0.376
0.9,5.673,-0.06211,-0.369
0.9,5.722,-0.06537,-0.362
0.9,5.773,-0.06816,-0.354
0.9,5.823,-0.07084,-0.346
0.9,5.873,-0.0738,-0.336
0.9,5.923,-0.07626,-0.326
0.9,5.972,-0.07877,-0.315
0.9,6.023,-0.0807,-0.304
0.9,6.073,-0.08269,-0.292
0.9,6.123,-0.08411,-0.279
0.9,6.173,-0.08495,-0.266
0.9,6.222,-0.08556,-0.252
0.9,6.273,-0.0864,-0.238
0.9,6.323,-0.08701,-0.224
0.9,6.373,-0.08746,-0.208
0.9,6.423,-0.08779,-0.193
0.9,6.472,-0.08775,-0.177
0.9,6.523,-0.08787,-0.161
0.9,6.572,-0.08801,-0.144
0.9,6.622,-0.08796,-0.127
0.9,6.673,-0.08819,-0.11
0.9,6.722,-0.0883,-0.092
0.9,6.773,-0.08816,-0.075
0.9,6.822,-0.08806,-0.057
0.9,6.872,-0.08808,-0.039
0.9,6.923,-0.08785,-0.021
0.9,6.972,-0.08778,-0.003
0.9,7.023,-0.08757,0.015
0.9,7.072,-0.08708,0.033
0.9,7.122,-0.08661,0.051
0.9,7.173,-0.0863,0.068
0.9,7.222,-0.08558,0.086
0.9,7.273,-0.08464,0.104
0.9,7.323,-0.08303,0.121
0.9,7.372,-0.08137,0.138
0.9,7.423,-0.07876,0.155
0.9,7.472,-0.07604,0.171
0.9,7.523,-0.07272,0.187
0.9,7.573,-0.06979,0.203
0.9,7.622,-0.067,0.218
0.9,7.673,-0.06414,0.233
0.9,7.722,-0.06128,0.247
0.9,7.773,-0.05851,0.261
0.9,7.823,-0.0557,0.275
0.9,7.872,-0.05248,0.287
0.9,7.923,-0.04938,0.3
0.9,7.972,-0.04602,0.311
0.9,8.023,-0.04257,0.322
0.9,8.073,-0.03905,0.333
0.9,8.123,-0.03549,0.342
0.9,8.173,-0.03166,0.351
0.9,8.222,-0.02787,0.359
0.9,8.273,-0.02407,0.367
0.9,8.323,-0.01963,0.374
0.9,8.373,-0.01496,0.38
0.9,8.423,-0.01052,0.385
0.9,8.472,-0.00594,0.39
0.9,8.523,-0.00149,0.393
0.9,8.573,0.00285,0.396
0.9,8.623,0.0072,0.398
0.9,8.673,0.0114,0.399
0.9,8.722,0.01593,0.4
0.9,8.773,0.01994,0.4
0.9,8.823,0.02379,0.398
0.9,8.873,0.02742,0.397
0.9,8.923,0.03132,0.394
0.9,8.972,0.03464,0.39
0.9,9.023,0.03788,0.386
0.9,9.073,0.04088,0.381
0.9,9.123,0.04409,0.375
0.9,9.172,0.04727,0.368
0.9,9.223,0.05027,0.361
0.9,9.273,0.05332,0.353
0.9,9.323,0.0563,0.344
0.9,9.373,0.05859,0.334
0.9,9.422,0.06047,0.324
0.9,9.473,0.06194,0.313
0.9,9.523,0.06287,0.302
0.9,9.573,0.06353,0.29
0.9,9.623,0.06388,0.277
0.9,9.672,0.06409,0.264
0.9,9.723,0.06396,0.25
0.9,9.773,0.0637,0.235
0.9,9.823,0.06385,0.221
0.9,9.873,0.06376,0.205
0.9,9.922,0.06353,0.19
0.9,9.973,0.06345,0.174
0.9,10.023,0.06307,0.157
0.9,10.073,0.06316,0.141
0.9,10.123,0.06305,0.124
0.9,10.172,0.06276,0.107
0.9,10.223,0.06257,0.089
0.9,10.273,0.06257,0.071
0.9,10.323,0.06246,0.054
0.9,10.373,0.06245,0.036
0.9,10.422,0.06253,0.018
0.9,10.473,0.06258,0
0.9,10.523,0.06259,-0.018
0.9,10.573,0.06266,-0.036
0.9,10.623,0.06271,-0.054
0.9,10.672,0.06275,-0.072
0.9,10.723,0.06274,-0.089
0.9,10.773,0.06286,-0.107
0.9,10.823,0.06274,-0.124
0.9,10.873,0.06279,-0.141
0.9,10.923,0.0627,-0.158
0.9,10.973,0.06248,-0.174
0.9,11.023,0.06199,-0.19
0.9,11.073,0.06045,-0.206
0.9,11.123,0.05793,-0.221
0.9,11.173,0.05457,-0.236
0.9,11.223,0.05114,-0.25
0.9,11.273,0.04749,-0.264
0.9,11.323,0.04387,-0.277
0.9,11.373,0.04079,-0.29
0.9,11.423,0.03726,-0.302
0.9,11.473,0.03405,-0.313
0.9,11.523,0.03049,-0.324
0.9,11.573,0.02663,-0.334
0.9,11.623,0.02249,-0.344
0.9,11.673,0.01808,-0.353
0.9,11.723,0.01384,-0.361
0.9,11.773,0.00912,-0.368
0.9,11.823,0.00482,-0.375
0.9,11.873,0.00077,-0.381
0.9,11.923,-0.00326,-0.386
0.9,11.973,-0.0074,-0.39
0.9,12.023,-0.01131,-0.394
0.9,12.073,-0.01526,-0.397
0.9,12.123,-0.01942,-0.399
0.9,12.173,-0.02379,-0.4
0.9,12.223,-0.02778,-0.4
0.9,12.273,-0.03232,-0.399
0.9,12.323,-0.03652,-0.398
0.9,12.373,-0.04086,-0.396
0.9,12.423,-0.04478,-0.393
0.9,12.473,-0.04839,-0.389
0.9,12.523,-0.05206,-0.385
0.9,12.573,-0.05563,-0.38
0.9,12.623,-0.05867,-0.374
0.9,12.673,-0.0619,-0.367
0.9,12.723,-0.0647,-0.359
0.9,12.773,-0.06746,-0.351
0.9,12.823,-0.06989,-0.342
0.9,12.873,-0.0722,-0.332
0.9,12.923,-0.07463,-0.322
0.9,12.972,-0.0765,-0.311
0.9,13.023,-0.07848,-0.299
0.9,13.073,-0.08016,-0.287
0.9,13.123,-0.08149,-0.274
0.9,13.173,-0.08225,-0.261
0.9,13.222,-0.08271,-0.247
0.9,13.273,-0.08269,-0.233
0.9,13.323,-0.08289,-0.218
0.9,13.373,-0.08304,-0.203
0.9,13.423,-0.08298,-0.187
0.9,13.472,-0.08297,-0.171
0.9,13.523,-0.08284,-0.154
0.9,13.573,-0.08312,-0.138
0.9,13.623,-0.08308,-0.121
0.9,13.673,-0.0831,-0.103
0.9,13.722,-0.08332,-0.086
0.9,13.773,-0.08309,-0.068
0.9,13.823,-0.08313,-0.05
0.9,13.873,-0.08293,-0.032
0.9,13.923,-0.0827,-0.014
0.9,13.972,-0.08251,0.004
0.9,14.023,-0.08237,0.022
0.9,14.073,-0.08225,0.039
0.9,14.123,-0.08205,0.057
0.9,14.173,-0.08203,0.075
0.9,14.222,-0.08168,0.093
0.9,14.272,-0.08163,0.11
0.9,14.323,-0.08103,0.127
0.9,14.373,-0.07997,0.144
0.9,14.423,-0.07812,0.161
0.9,14.472,-0.07544,0.177
0.9,14.522,-0.07274,0.193
0.9,14.573,-0.07009,0.209
0.9,14.623,-0.06751,0.224
0.9,14.673,-0.06476,0.238
0.9,14.722,-0.06194,0.253
0.9,14.772,-0.05913,0.266
0.9,14.823,-0.05586,0.28
0.9,14.873,-0.05241,0.292
0.9,14.923,-0.04895,0.304
0.9,14.972,-0.04532,0.316
0.9,15.022,-0.04187,0.326
0.9,15.073,-0.0381,0.336
0.9,15.123,-0.03425,0.346
0.9,15.173,-0.03009,0.354
0.9,15.222,-0.02605,0.362
0.9,15.272,-0.0214,0.37
0.9,15.323,-0.01725,0.376
0.9,15.373,-0.01315,0.382
0.9,15.423,-0.00891,0.387
0.9,15.472,-0.00466,0.391
0.9,15.522,-0.00042,0.394
0.9,15.573,0.00367,0.397
0.9,15.623,0.008,0.399
0.9,15.673,0.01227,0.4
0.9,15.722,0.01649,0.4
0.9,15.772,0.02056,0.399
0.9,15.823,0.02447,0.398
0.9,15.873,0.02761,0.396
0.9,15.923,0.03103,0.393
0.9,15.972,0.03439,0.389
0.9,16.022,0.03737,0.384
0.9,16.073,0.04049,0.379
0.9,16.123,0.04344,0.372
0.9,16.173,0.0462,0.366
0.9,16.222,0.04888,0.358
0.9,16.272,0.05151,0.349
0.9,16.323,0.0542,0.34
0.9,16.373,0.05664,0.331
0.9,16.423,0.05883,0.32
0.9,16.472,0.06068,0.309
0.9,16.522,0.06176,0.297
0.9,16.573,0.06277,0.285
0.9,16.623,0.0635,0.272
0.9,16.673,0.06338,0.258
0.9,16.722,0.06374,0.245
0.9,16.772,0.0638,0.23
0.9,16.823,0.06362,0.215
0.9,16.873,0.06346,0.2
0.9,16.923,0.06327,0.184
0.9,16.972,0.06326,0.168
0.9,17.022,0.06324,0.151
0.9,17.073,0.06286,0.134
0.9,17.123,0.06256,0.117
0.9,17.173,0.06259,0.1
0.9,17.222,0.06229,0.082
0.9,17.272,0.06213,0.065
0.9,17.323,0.06251,0.047
0.9,17.373,0.06248,0.029
0.9,17.423,0.06254,0.011
0.9,17.472,0.06257,-0.007
0.9,17.522,0.06264,-0.025
0.9,17.573,0.06264,-0.043
0.9,17.623,0.06233,-0.061
0.9,17.673,0.06231,-0.078
0.9,17.722,0.06271,-0.096
0.9,17.772,0.06275,-0.113
0.9,17.823,0.06271,-0.13
0.9,17.873,0.06257,-0.147
0.9,17.923,0.06243,-0.164
0.9,17.972,0.06194,-0.18
0.9,18.022,0.06047,-0.196
0.9,18.073,0.05815,-0.212
0.9,18.123,0.05525,-0.227
0.9,18.173,0.0517,-0.241
0.9,18.222,0.04802,-0.255
0.9,18.272,0.04476,-0.269
0.9,18.323,0.04155,-0.282
0.9,18.373,0.03842,-0.294
0.9,18.423,0.03519,-0.306
0.9,18.472,0.0316,-0.318
0.9,18.523,0.02803,-0.328
0.9,18.573,0.02439,-0.338
0.9,18.623,0.02029,-0.347
0.9,18.673,0.01636,-0.356
0.9,18.722,0.01199,-0.364
0.9,18.773,0.00729,-0.371
0.9,18.823,0.00313,-0.377
0.9,18.873,-0.00105,-0.383
0.9,18.923,-0.00475,-0.388
0.9,18.972,-0.00864,-0.392
0.9,19.023,-0.01257,-0.395
0.9,19.073,-0.01604,-0.397
0.9,19.123,-0.02001,-0.399
0.9,19.173,-0.02459,-0.4
0.9,19.222,-0.02874,-0.4
0.9,19.273,-0.03289,-0.399
0.9,19.323,-0.03692,-0.397
0.9,19.373,-0.04109,-0.395
0.9,19.423,-0.04526,-0.392
0.9,19.472,-0.04916,-0.388
0.9,19.523,-0.05293,-0.383
0.9,19.573,-0.05671,-0.378
0.9,19.623,-0.06026,-0.371
0.9,19.673,-0.06341,-0.364
0.9,19.722,-0.06653,-0.356
0.9,19.773,-0.06936,-0.348
0.9,19.823,-0.07186,-0.339
0.9,19.873,-0.07441,-0.329
0.9,19.923,-0.07686,-0.318
0.9,19.972,-0.07863,-0.307
0.9,20.023,-0.08023,-0.295
0.9,20.073,-0.0816,-0.283
0.9,20.123,-0.0829,-0.269
0.9,20.173,-0.08292,-0.256
0.9,20.222,-0.08319,-0.242
0.9,20.273,-0.08328,-0.227
0.9,20.323,-0.08356,-0.212
0.9,20.373,-0.0832,-0.197
0.9,20.423,-0.0837,-0.181
0.9,20.472,-0.0839,-0.165
0.9,20.523,-0.08374,-0.148
0.9,20.573,-0.08403,-0.131
0.9,20.623,-0.08373,-0.114
0.9,20.673,-0.08346,-0.097
0.9,20.722,-0.08381,-0.079
0.9,20.773,-0.08373,-0.061
0.9,20.823,-0.08351,-0.044
0.9,20.873,-0.08373,-0.026
0.9,20.923,-0.08316,-0.008
0.9,20.972,-0.0834,0.01
0.9,21.023,-0.08276,0.028
0.9,21.073,-0.08274,0.046
0.9,21.123,-0.08234,0.064
0.9,21.173,-0.08241,0.082
0.9,21.222,-0.08211,0.099
0.9,21.273,-0.08175,0.117
0.9,21.323,-0.08088,0.134
0.9,21.373,-0.07932,0.15
0.9,21.423,-0.07679,0.167
0.9,21.472,-0.07391,0.183
0.9,21.522,-0.07118,0.199
0.9,21.573,-0.06899,0.214
0.9,21.623,-0.06663,0.229
0.9,21.673,-0.06374,0.244
0.9,21.722,-0.06083,0.258
0.9,21.772,-0.05803,0.271
0.9,21.823,-0.05479,0.284
0.9,21.873,-0.05151,0.297
0.9,21.923,-0.04814,0.308
0.9,21.972,-0.04423,0.32
0.9,22.022,-0.04069,0.33
0.9,22.073,-0.03691,0.34
0.9,22.123,-0.0326,0.349
0.9,22.173,-0.02852,0.357
0.9,22.222,-0.024,0.365
0.9,22.272,-0.01904,0.372
0.9,22.323,-0.01444,0.378
0.9,22.373,-0.01011,0.384
0.9,22.423,-0.00587,0.388
0.9,22.472,-0.00182,0.392
0.9,22.522,0.00218,0.395
0.9,22.573,0.00641,0.398
0.9,22.623,0.01073,0.399
0.9,22.673,0.01499,0.4
0.9,22.722,0.01903,0.4
0.9,22.772,0.02331,0.399
0.9,22.823,0.02723,0.397
0.9,22.873,0.03037,0.395
0.9,22.923,0.03369,0.391
0.9,22.972,0.03675,0.387
0.9,23.022,0.03938,0.382
0.9,23.073,0.04232,0.376
0.9,23.123,0.04489,0.37
0.9,23.173,0.04785,0.363
0.9,23.222,0.05059,0.355
0.9,23.272,0.05344,0.346
0.9,23.323,0.05603,0.337
0.9,23.373,0.0583,0.327
0.9,23.423,0.06036,0.316
0.9,23.472,0.06183,0.305
0.9,23.522,0.06304,0.293
0.9,23.573,0.06405,0.28
0.9,23.623,0.06408,0.267
0.9,23.673,0.06419,0.253
0.9,23.722,0.0641,0.239
0.9,23.772,0.06394,0.224
0.9,23.823,0.06388,0.209
0.9,23.873,0.06389,0.194
0.9,23.923,0.06384,0.178
0.9,23.972,0.06353,0.162
0.9,24.022,0.06367,0.145
0.9,24.073,0.06336,0.128
0.9,24.123,0.06299,0.111
0.9,24.173,0.06294,0.093
0.9,24.222,0.06285,0.076
0.9,24.272,0.06279,0.058
0.9,24.323,0.06306,0.04
0.9,24.373,0.06294,0.022
0.9,24.423,0.06285,0.004
0.9,24.472,0.06272,-0.014
0.9,24.522,0.06291,-0.032
0.9,24.573,0.06299,-0.05
0.9,24.623,0.0629,-0.067
0.9,24.673,0.06259,-0.085
0.9,24.722,0.06296,-0.102
0.9,24.772,0.06298,-0.12
0.9,24.823,0.06288,-0.137
0.9,24.873,0.0629,-0.154
0.9,24.923,0.06284,-0.17
1,0.073,-0.00056,0.029
1,0.123,-0.0001,0.049
1,0.172,0.00002,0.069
1,0.223,0.00008,0.088
1,0.272,0.00021,0.108
1,0.322,0.00028,0.127
1,0.373,0.00062,0.146
1,0.422,0.00081,0.164
1,0.472,0.00084,0.182
1,0.522,0.00119,0.2
1,0.573,0.0013,0.217
1,0.623,0.00146,0.233
1,0.673,0.00143,0.249
1,0.723,0.00144,0.264
1,0.772,0.0014,0.279
1,0.823,0.00163,0.293
1,0.873,0.00169,0.306
1,0.922,0.00173,0.319
1,0.973,0.00184,0.33
1,1.023,0.00197,0.341
1,1.072,0.00182,0.351
1,1.123,0.00204,0.36
1,1.173,0.00214,0.369
1,1.222,0.00256,0.376
1,1.273,0.00394,0.382
1,1.322,0.00623,0.388
1,1.373,0.00932,0.392
1,1.423,0.01214,0.396
1,1.473,0.0151,0.398
1,1.522,0.0179,0.399
1,1.572,0.02104,0.4
1,1.623,0.02404,0.399
1,1.673,0.02697,0.398
1,1.723,0.02998,0.395
1,1.772,0.03285,0.392
1,1.822,0.03531,0.387
1,1.873,0.03708,0.382
1,1.923,0.039,0.375
1,1.973,0.04028,0.368
1,2.023,0.04147,0.36
1,2.072,0.04229,0.351
1,2.122,0.04271,0.341
1,2.173,0.04285,0.33
1,2.222,0.04303,0.318
1,2.273,0.04302,0.305
1,2.322,0.04322,0.292
1,2.372,0.04315,0.278
1,2.423,0.04307,0.263
1,2.472,0.04278,0.248
1,2.523,0.04248,0.232
1,2.572,0.04285,0.216
1,2.622,0.0425,0.198
1,2.673,0.0424,0.181
1,2.722,0.04237,0.163
1,2.773,0.04233,0.144
1,2.822,0.04198,0.125
1,2.872,0.04177,0.106
1,2.923,0.04161,0.087
1,2.972,0.04131,0.067
1,3.023,0.04128,0.048
1,3.072,0.04133,0.028
1,3.122,0.04126,0.008
1,3.173,0.0414,-0.012
1,3.222,0.04135,-0.032
1,3.272,0.04112,-0.052
1,3.323,0.04101,-0.072
1,3.372,0.0404,-0.092
1,3.422,0.03988,-0.111
1,3.472,0.0393,-0.13
1,3.522,0.03838,-0.149
1,3.573,0.03728,-0.167
1,3.623,0.03536,-0.185
1,3.672,0.03315,-0.203
1,3.722,0.03054,-0.219
1,3.772,0.02734,-0.236
1,3.823,0.0242,-0.252
1,3.873,0.02084,-0.267
1,3.922,0.01801,-0.282
1,3.972,0.01514,-0.295
1,4.023,0.01247,-0.308
1,4.073,0.0097,-0.321
1,4.123,0.0065,-0.332
1,4.173,0.00317,-0.343
1,4.222,-0.00042,-0.353
1,4.273,-0.0037,-0.362
1,4.323,-0.00762,-0.37
1,4.373,-0.01159,-0.377
1,4.423,-0.01594,-0.383
1,4.472,-0.02001,-0.389
1,4.523,-0.02381,-0.393
1,4.573,-0.02777,-0.396
1,4.623,-0.03126,-0.398
1,4.673,-0.03517,-0.4
1,4.723,-0.03913,-0.4
1,4.773,-0.04319,-0.399
1,4.823,-0.04727,-0.398
1,4.873,-0.05137,-0.395
1,4.923,-0.05515,-0.391
1,4.973,-0.05863,-0.387
1,5.023,-0.0615,-0.381
1,5.073,-0.06439,-0.374
1,5.123,-0.06729,-0.367
1,5.173,-0.07007,-0.358
1,5.223,-0.07267,-0.349
1,5.273,-0.07507,-0.339
1,5.323,-0.07618,-0.328
1,5.373,-0.07793,-0.316
1,5.423,-0.07937,-0.303
1,5.472,-0.08048,-0.29
1,5.523,-0.0814,-0.276
1,5.573,-0.08235,-0.261
1,5.623,-0.08332,-0.245
1,5.673,-0.08385,-0.229
1,5.722,-0.08424,-0.213
1,5.773,-0.08435,-0.195
1,5.823,-0.08433,-0.178
1,5.873,-0.08442,-0.16
1,5.923,-0.08446,-0.141
1,5.972,-0.08461,-0.122
1,6.023,-0.08457,-0.103
1,6.073,-0.08479,-0.084
1,6.123,-0.08455,-0.064
1,6.173,-0.0844,-0.044
1,6.222,-0.08409,-0.024
1,6.273,-0.08408,-0.004
1,6.323,-0.08383,0.016
1,6.373,-0.0835,0.036
1,6.423,-0.0833,0.056
1,6.472,-0.08295,0.075
1,6.523,-0.08173,0.095
1,6.572,-0.07984,0.114
1,6.622,-0.07754,0.133
1,6.673,-0.0751,0.152
1,6.722,-0.07235,0.17
1,6.773,-0.06941,0.188
1,6.822,-0.06668,0.205
1,6.872,-0.06421,0.222
1,6.923,-0.0614,0.239
1,6.972,-0.05879,0.254
1,7.023,-0.05613,0.269
1,7.072,-0.05343,0.284
1,7.122,-0.0502,0.298
1,7.173,-0.04672,0.311
1,7.222,-0.04296,0.323
1,7.273,-0.03915,0.334
1,7.323,-0.0351,0.345
1,7.372,-0.03092,0.354
1,7.423,-0.02688,0.363
1,7.472,-0.02314,0.371
1,7.523,-0.01923,0.378
1,7.573,-0.01577,0.384
1,7.622,-0.01205,0.389
1,7.673,-0.0079,0.393
1,7.722,-0.00356,0.397
1,7.773,0.00072,0.399
1,7.823,0.00511,0.4
1,7.872,0.00945,0.4
1,7.923,0.01344,0.399
1,7.972,0.01705,0.397
1,8.023,0.0207,0.394
1,8.073,0.02414,0.39
1,8.123,0.02746,0.386
1,8.173,0.03091,0.38
1,8.222,0.03411,0.373
1,8.273,0.03664,0.365
1,8.323,0.0389,0.357
1,8.373,0.04065,0.347
1,8.423,0.04191,0.337
1,8.472,0.04281,0.326
1,8.523,0.04342,0.314
1,8.573,0.04347,0.301
1,8.623,0.04354,0.288
1,8.673,0.04344,0.273
1,8.722,0.04343,0.258
1,8.773,0.0434,0.243
1,8.823,0.04303,0.227
1,8.873,0.0429,0.21
1,8.923,0.04316,0.193
1,8.972,0.04279,0.175
1,9.023,0.04252,0.157
1,9.073,0.04248,0.138
1,9.123,0.04252,0.119
1,9.172,0.04216,0.1
1,9.223,0.04211,0.08
1,9.273,0.04205,0.061
1,9.323,0.04172,0.041
1,9.373,0.04181,0.021
1,9.422,0.04174,0.001
1,9.473,0.0418,-0.019
1,9.523,0.04169,-0.039
1,9.573,0.04152,-0.059
1,9.623,0.04117,-0.079
1,9.672,0.04097,-0.098
1,9.723,0.04061,-0.117
1,9.773,0.03985,-0.136
1,9.823,0.03897,-0.155
1,9.873,0.03766,-0.173
1,9.922,0.03564,-0.191
1,9.973,0.03323,-0.208
1,10.023,0.03013,-0.225
1,10.073,0.02658,-0.241
1,10.123,0.02272,-0.257
1,10.172,0.01896,-0.272
1,10.223,0.01561,-0.286
1,10.273,0.01257,-0.3
1,10.323,0.00973,-0.313
1,10.373,0.00705,-0.325
1,10.422,0.00404,-0.336
1,10.473,0.00084,-0.346
1,10.523,-0.00217,-0.356
1,10.573,-0.00533,-0.365
1,10.623,-0.00893,-0.372
1,10.672,-0.01282,-0.379
1,10.723,-0.01704,-0.385
1,10.773,-0.02117,-0.39
1,10.823,-0.02477,-0.394
1,10.873,-0.02883,-0.397
1,10.923,-0.03269,-0.399
1,10.973,-0.03657,-0.4
1,11.023,-0.04035,-0.4
1,11.073,-0.04459,-0.399
1,11.123,-0.0489,-0.397
1,11.173,-0.05304,-0.394
1,11.223,-0.05676,-0.39
1,11.273,-0.05997,-0.385
1,11.323,-0.06331,-0.379
1,11.373,-0.06629,-0.372
1,11.423,-0.06915,-0.364
1,11.473,-0.0718,-0.355
1,11.523,-0.07428,-0.346
1,11.573,-0.07646,-0.335
1,11.623,-0.07831,-0.324
1,11.673,-0.07993,-0.312
1,11.723,-0.08124,-0.299
1,11.773,-0.08259,-0.285
1,11.823,-0.08346,-0.271
1,11.873,-0.08432,-0.256
1,11.923,-0.08448,-0.24
1,11.973,-0.08465,-0.224
1,12.023,-0.08474,-0.207
1,12.073,-0.08513,-0.19
1,12.123,-0.08513,-0.172
1,12.173,-0.08524,-0.153
1,12.223,-0.08515,-0.135
1,12.273,-0.08538,-0.116
1,12.323,-0.08528,-0.097
1,12.373,-0.08527,-0.077
1,12.423,-0.08529,-0.057
1,12.473,-0.08515,-0.037
1,12.523,-0.08472,-0.018
1,12.573,-0.08459,0.002
1,12.623,-0.08443,0.022
1,12.673,-0.08392,0.042
1,12.723,-0.08299,0.062
1,12.773,-0.08138,0.082
1,12.823,-0.07969,0.101
1,12.873,-0.07748,0.121
1,12.923,-0.07529,0.139
1,12.972,-0.07287,0.158
1,13.023,-0.07028,0.176
1,13.073,-0.06777,0.194
1,13.123,-0.06518,0.211
1,13.173,-0.06266,0.228
1,13.222,-0.05961,0.244
1,13.273,-0.057,0.26
1,13.323,-0.05441,0.274
1,13.373,-0.05136,0.289
1,13.423,-0.04839,0.302
1,13.472,-0.04523,0.315
1,13.523,-0.04171,0.327
1,13.573,-0.03805,0.338
1,13.623,-0.03453,0.348
1,13.673,-0.03037,0.358
1,13.722,-0.0264,0.366
1,13.773,-0.02238,0.374
1,13.823,-0.01792,0.38
1,13.873,-0.0138,0.386
1,13.923,-0.00934,0.391
1,13.972,-0.00528,0.395
1,14.023,-0.00101,0.397
1,14.073,0.00325,0.399
1,14.123,0.00715,0.4
1,14.173,0.01097,0.4
1,14.222,0.01487,0.399
1,14.272,0.01848,0.396
1,14.323,0.02217,0.393
1,14.373,0.02541,0.389
1,14.423,0.02868,0.384
1,14.472,0.03188,0.378
1,14.522,0.0349,0.371
1,14.573,0.03637,0.363
1,14.623,0.03916,0.354
1,14.673,0.04073,0.344
1,14.722,0.04191,0.333
1,14.772,0.04278,0.322
1,14.823,0.04325,0.31
1,14.873,0.04332,0.297
1,14.923,0.04307,0.283
1,14.972,0.0431,0.268
1,15.022,0.04331,0.253
1,15.073,0.04299,0.237
1,15.123,0.04305,0.221
1,15.173,0.04302,0.204
1,15.222,0.04301,0.187
1,15.272,0.04258,0.169
1,15.323,0.04236,0.15
1,15.373,0.04224,0.132
1,15.423,0.04217,0.113
1,15.472,0.04203,0.093
1,15.522,0.04178,0.074
1,15.573,0.04177,0.054
1,15.623,0.04153,0.034
1,15.673,0.04151,0.014
1,15.722,0.04161,-0.006
1,15.772,0.04163,-0.026
1,15.823,0.04145,-0.046
1,15.873,0.04158,-0.066
1,15.923,0.04129,-0.085
1,15.972,0.04095,-0.105
1,16.022,0.04034,-0.124
1,16.073,0.03947,-0.143
1,16.123,0.03838,-0.161
1,16.173,0.03658,-0.179
1,16.222,0.0344,-0.197
1,16.272,0.03181,-0.214
1,16.323,0.02855,-0.231
1,16.373,0.02486,-0.247
1,16.423,0.02087,-0.262
1,16.472,0.0174,-0.277
1,16.522,0.0139,-0.291
1,16.573,0.01079,-0.304
1,16.623,0.00773,-0.317
1,16.673,0.00463,-0.329
1,16.722,0.00161,-0.34
1,16.772,-0.00131,-0.35
1,16.823,-0.00397,-0.359
1,16.873,-0.0068,-0.367
1,16.923,-0.00992,-0.375
1,16.972,-0.01339,-0.381
1,17.022,-0.01718,-0.387
1,17.073,-0.02119,-0.391
1,17.123,-0.02477,-0.395
1,17.173,-0.02829,-0.398
1,17.222,-0.03228,-0.399
1,17.272,-0.03646,-0.4
1,17.323,-0.04023,-0.4
1,17.373,-0.04407,-0.398
1,17.423,-0.04838,-0.396
1,17.472,-0.05244,-0.392
1,17.522,-0.05626,-0.388
1,17.573,-0.05954,-0.383
1,17.623,-0.0627,-0.377
1,17.673,-0.06586,-0.369
1,17.722,-0.06897,-0.361
1,17.772,-0.07178,-0.352
1,17.823,-0.07449,-0.342
1,17.873,-0.07649,-0.332
1,17.923,-0.07862,-0.32
1,17.972,-0.0804,-0.308
1,18.022,-0.08145,-0.294
1,18.073,-0.08258,-0.28
1,18.123,-0.08348,-0.266
1,18.173,-0.08386,-0.251
1,18.222,-0.08439,-0.235
1,18.272,-0.08433,-0.218
1,18.323,-0.08463,-0.201
1,18.373,-0.08456,-0.184
1,18.423,-0.08475,-0.166
1,18.472,-0.0846,-0.147
1,18.523,-0.08458,-0.128
1,18.573,-0.08464,-0.109
1,18.623,-0.08483,-0.09
1,18.673,-0.08471,-0.07
1,18.722,-0.08461,-0.051
1,18.773,-0.08435,-0.031
1,18.823,-0.08391,-0.011
1,18.873,-0.08351,0.009
1,18.923,-0.0835,0.029
1,18.972,-0.08314,0.049
1,19.023,-0.08227,0.069
1,19.073,-0.08084,0.088
1,19.123,-0.0792,0.108
1,19.173,-0.07693,0.127
1,19.222,-0.07482,0.146
1,19.273,-0.0727,0.164
1,19.323,-0.06992,0.182
1,19.373,-0.06764,0.2
1,19.423,-0.06517,0.217
1,19.472,-0.06234,0.233
1,19.523,-0.05948,0.249
1,19.573,-0.05647,0.265
1,19.623,-0.05352,0.279
1,19.673,-0.05032,0.293
1,19.722,-0.04729,0.306
1,19.773,-0.04401,0.319
1,19.823,-0.04037,0.331
1,19.873,-0.0365,0.341
1,19.923,-0.03331,0.351
1,19.972,-0.02972,0.361
1,20.023,-0.02583,0.369
1,20.073,-0.02186,0.376
1,20.123,-0.01832,0.382
1,20.173,-0.01415,0.388
1,20.222,-0.00994,0.392
1,20.273,-0.00553,0.396
1,20.323,-0.00143,0.398
1,20.373,0.00249,0.4
1,20.423,0.00618,0.4
1,20.472,0.01011,0.399
1,20.523,0.01382,0.398
1,20.573,0.01736,0.395
1,20.623,0.02033,0.392
1,20.673,0.02407,0.387
1,20.722,0.02753,0.382
1,20.773,0.03027,0.375
1,20.823,0.03306,0.368
1,20.873,0.035,0.36
1,20.923,0.03688,0.351
1,20.972,0.03841,0.341
1,21.023,0.03942,0.33
1,21.073,0.03995,0.318
